id,pedido_id,sku,descripcion,gramaje,cantidad_pedida,cantidad_fisica,novedad,observaciones,auditado_por,auditado_en
9231,4538,7702084051048,Dogourmet  - Pavo y Pollo,25 KG,1,,sin_novedad,,,
9253,4552,7709399777410,Foficat - Arena Para Gatos,25 KG,1,,sin_novedad,,,
9319,4586,7707205158415,Chunky - Pollo Adultos,9 KG,1,,sin_novedad,,,
9320,4586,7709621916587,Foficat - Arena con Aroma Limón,5 KG,1,,sin_novedad,,,
9380,4615,750258952896,Whole Barf - Original Taste,500 GR,6,,sin_novedad,,,
9381,4615,750258952841,Whole Barf - Tasty Lamb,500 GR,9,,sin_novedad,,,
9454,4653,052742710402,Hill'S Sd - Adult 7+ Alimento Saludable Gato Senior Sabor Pollo,4 LB,1,,sin_novedad,,,
9455,4653,850030015464,Churu - Inaba Cat Snack Churu Caja Variedad Atún 280 g,20 Uds,1,,sin_novedad,,,
9457,4655,7896588950072,Max - Light Pollo y Arroz,2 KG,2,,sin_novedad,,,
9458,4655,7702084051130,Dogourmet- Alimento sabor Parrillada mixta *Gratis 1 Kg,9 KG,2,,sin_novedad,,,
9467,4660,7702521409937,Excellent - Urinary Cat,1 KG,1,,sin_novedad,,,
9473,4663,753153844877,Wow Can - Alimento Congelado Pollo y Ternera,500  GR,7,,sin_novedad,,,
9474,4663,753153844860,Wow Can - Alimento Congelado Carne de Res,500  GR,7,,sin_novedad,,,
9477,4665,7707205154493,Chunky - Pollo Adultos,25 KG,1,,sin_novedad,,,
9483,4669,052742713908,Hill'S Sd - Puppy Small Bites Alimento Perro Cachorro Sabor Pollo,"4,5 LB",1,,sin_novedad,,,
9496,4677,850006715398,Churu - Inaba Dog Snack 4 Piezas Chicken,56 GR,2,,sin_novedad,,,
9497,4677,7703381243488,NexGard Spectra - Tableta Masticable para Perros 3.6 - 7.5 KG,3.6 - 7.5 KG,1,,sin_novedad,,,
9509,4683,7702084051048,Dogourmet  - Pavo y Pollo,25 KG,1,,sin_novedad,,,
9523,4690,7703090524724,Nutriss - Adulto Pollo,20 KG,1,,sin_novedad,,,
9527,4692,7709399777458,Br For Cat - Adulto Castrados,1 KG,1,,sin_novedad,,,
9528,4692,7709727443925,Br For Cat - Gatitos Cachorros,3 KG,2,,sin_novedad,,,
9529,4692,6932284300566,Calabaza Pets - Arena para Gatos Aroma Café,10 KG,1,,sin_novedad,,,
9530,4692,7896588958443,Max Vita - Alimento Perro Adulto Carne y Pollo,10.1 KG,1,,sin_novedad,,,
9560,4701,052742648804,Hill'S Sd- Alimento Saludable Perro Adulto Sabor Pollo,33 LB,1,,sin_novedad,,,
9561,4701,7896588950089,Max - Light Pollo y Arroz,15 KG,1,,sin_novedad,,,
9577,4710,4007221050872,Advantage - Antipulgas Perros De 25 Hasta 40 Kg.,4 MILILITRO,1,,sin_novedad,,,
9578,4710,7702084051130,Dogourmet- Alimento sabor Parrillada mixta *Gratis 1 Kg,9 KG,1,,sin_novedad,,,
9612,4727,074198614028,Taste Of The Wild - Rocky Mountain Feline Venado Y Salmón,14  LB,1,,sin_novedad,,,
9613,4727,7709399777410,Foficat - Arena Para Gatos,25 KG,1,,sin_novedad,,,
9622,4734,3182550940498,Royal Canin VHN - Anallergenic Perro,3 KG,2,,sin_novedad,,,
9660,4753,850030015495,Churu - Inaba Cat Snack Churu Caja Variedad Pollo 280 g,20 Uds,1,,sin_novedad,,,
9661,4753,850030015372,Churu - Inaba Cat Tuna With Bonito Flakes Recipe 4 Piezas,56GR,1,,sin_novedad,,,
9662,4753,854871008944,Churu - Inaba Bites Chicken Wraps with Tuna and Salmon Recipe,3 uds,1,,sin_novedad,,,
9663,4753,7501072214560,Pro Plan - Alimento húmedo para gatitos,85GR,9,,sin_novedad,,,
9664,4753,5420036973416,Credelio - Tableta Saborizadas Contra Pulgas Y Garrapatas,48 Mg,1,,sin_novedad,,,
9665,4753,3030301000144,Furry - Combo 2 Arenas Aglomerantes Premium Furry Black,Combo,1,,sin_novedad,,,
9666,4753,855958006518,Tuna Fillet - Inaba Filete de Atun Extra Tender in Flavored Broth,156GR,2,,sin_novedad,,,
9693,4768,7709634795100,Wolf Mini Galleta De Hígado Bolsa Raza Mediana,1000 GR,1,,sin_novedad,,,
9694,4768,7709063265335,Wolf - Sobre De Chips De Hígado Razas Pequeñas,250  GR,1,,sin_novedad,,,
9695,4768,7708228519542,Besties - Huesos Masticables Medianos Mix de Sabores,5 uds,6,,sin_novedad,,,
9696,4768,7707232097336,Natural Freshly - Omega 3 FCO 2X1,50 Capsulas,1,,sin_novedad,,,
9735,4790,7707865300087,Furry - Arena Premium Aglomerante,Precio Especial 10 KG,1,,sin_novedad,,,
9736,4790,7702521099589,Cat Chow - Esterilizados Pague 7 KG Lleve 8 KG,8 KG,1,,sin_novedad,,,
9764,4805,074198608126,Diamond Naturals - Indoor Cat Formula,6 LB,1,,sin_novedad,,,
9765,4805,7898053593906,Vetnil - Organew Pasta Pet,12 GR,1,,sin_novedad,,,
9766,4805,3030301000144,Furry - Combo 2 Arenas Aglomerantes Premium Furry Black,Combo,1,,sin_novedad,,,
9796,4825,7703381240050,NexGard - Perros De 25.1 Hasta 50 Kg.,1 TABLETA,1,,sin_novedad,,,
9798,4826,7702084050768,Dogourmet - Cachorros 3 Cereales,16 KG,1,,sin_novedad,,,
9799,4827,7707205157739,Agility Gold - Piel Grandes Adultos,8 KG,1,,sin_novedad,,,
9800,4827,739802443868,Salvaje - Dieta Horneada Natural Congelada de Carne,500 GR,2,,sin_novedad,,,
9818,4836,7702521106065,Dog Chow - Salud Visible Adultos Minis Y Pequeños,8 KG,1,,sin_novedad,,,
9819,4836,7896588950072,Max - Light Pollo y Arroz,2 KG,1,,sin_novedad,,,
9820,4836,3182550702607,Royal Canin - Fbn Persian Adult,400 GR,2,,sin_novedad,,,
9821,4836,3182550704625,Royal Canin - Indoor Adult,2 KG,1,,sin_novedad,,,
9822,4836,4014355322560,"Dr Clauders - Dog Senior Res, Cerdo y Pollo",800 GR,1,,sin_novedad,,,
9823,4836,7707108091062,Whiskas - Alimento Húmedo Para Gato Adulto AhorraPack 85 g X 7 Sobres,7 Sobres x 85 g,1,,sin_novedad,,,
9824,4836,7702521026653,Felix - Alimento Húmedo Gato Precio Especial Pack x8,680 GR,1,,sin_novedad,,,
9825,4836,7702521276874,Dog Chow - Alimento Húmedo Para Perros Precio Especial Pack x5,500 GR,1,,sin_novedad,,,
9797,4825,7702084051048,Dogourmet  - Pavo y Pollo,25 KG,1,1,sin_novedad,"",5,2026-02-13 01:32:06.51429
9835,4843,6932284300566,Calabaza Pets - Arena para Gatos Aroma Café,10 KG,1,,sin_novedad,,,
9836,4843,850044321605,Con Sentido - Control De Olores Mascotas,250 MILILITRO,1,,sin_novedad,,,
9837,4843,7702521099589,Cat Chow - Esterilizados Pague 7 KG Lleve 8 KG,8 KG,1,,sin_novedad,,,
9860,4859,731199797852,Happy Barf - Alimento Congelado Sabor Pollo,750 GR,30,,sin_novedad,,,
9889,4871,731199797999,Happy Barf - Alimento Congelado Sabor Beef,500 GR,3,,sin_novedad,,,
9890,4871,7707205154462,Agility Gold - Pequeños Adultos,3 KG,1,,sin_novedad,,,
9891,4871,7453015301052,Barf Origenes - Alimento Congelado Menú Marino Salmón,500 GR,1,,sin_novedad,,,
9892,4871,7453015301014,Barf Origenes - Alimento Congelado Menú Del Campo Carne de Pollo,500 GR,3,,sin_novedad,,,
9893,4871,731199797845,Happy Barf - Alimento Congelado Sabor Pollo,500 GR,3,,sin_novedad,,,
9894,4871,731199797968,Happy Barf - Alimento Congelado Sabor Cordero,500 GR,3,,sin_novedad,,,
9916,4884,4064951005671,NexGard Combo Cat - 2.5 Kg - 7.5 Kg,L,2,,sin_novedad,,,
9917,4884,7703381243488,NexGard Spectra - Tableta Masticable para Perros 3.6 - 7.5 KG,3.6 - 7.5 KG,1,,sin_novedad,,,
9918,4884,7703381243501,NexGard Spectra - Tableta Masticable para Perros 15.1 - 30 KG,15.1 - 30 KG,1,,sin_novedad,,,
9978,4916,7702487196964,Petys - Pañitos Húmedos,80 UNDS,1,,sin_novedad,,,
9979,4916,7702026183141,Petys - Pañitos Húmedos,10 UNDS,1,,sin_novedad,,,
9980,4916,7702487190269,Petys - Arena Aglomerante,10 KG,2,,sin_novedad,,,
9981,4916,7707865306096,Let's Be Fresh - Bolsas Biodegradables Aroma Citronella 12 Rollos,240 bolsas,1,,sin_novedad,,,
9982,4916,854871008920,Churu - Inaba Bites Chicken Wraps With Tuna Recipe,3 uds,1,,sin_novedad,,,
9983,4916,854871008937,Churu - Inaba Bites Chicken Wraps with Tuna and Scallop Recipe,3 uds,1,,sin_novedad,,,
9984,4916,854871008944,Churu - Inaba Bites Chicken Wraps with Tuna and Salmon Recipe,3 uds,1,,sin_novedad,,,
10037,4943,7707205158415,Chunky - Pollo Adultos,9 KG,1,,sin_novedad,,,
10038,4943,7707205157258,Agility Gold - Adultos Obesos,7 KG,1,,sin_novedad,,,
10418,5126,050000290598,Félix - Paté Pescado Y Atún,156  GR,2,,sin_novedad,,,
10419,5126,050000290482,Félix - Paté Salmón,156  GR,2,,sin_novedad,,,
10420,5126,050000290680,Félix - Paté Pavo Y Menudencias,156  GR,2,,sin_novedad,,,
10421,5126,781718998994,Sand & Cat - Arena Premium,20 KG,2,,sin_novedad,,,
10422,5126,29534752158,Laika By Rausch - Galletas de Fibra y Control Bola de Pelos,65 GR,4,,sin_novedad,,,
10474,5149,7702084051048,Dogourmet  - Pavo y Pollo,25KG,1,,sin_novedad,,,
